"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Introduction to the special issue on What they do in the shadows: new perspectives on Africa's nocturnal bushbabies","https://scispace.com/paper/introduction-to-the-special-issue-on-what-they-do-in-the-4b6h94xrvie1","2024","Journal Article","International Journal of Primatology","Frank P. Cuozzo
Michelle L. Sauther
Luca Pozzi
John K. Dalton","10.1007/s10764-024-00476-w","https://link.springer.com/content/pdf/10.1007/s10764-024-00476-w.pdf","- **Relevance Score:** 16/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Introductory overview of African bushbabies; no original multilocus or coalescent analyses, limited to broad taxonomic and conservation commentary, with minimal East African focus.","a summary of their evolution and divergence from other primate clades, comments on their conservation status"
"Identification, Abundance, and Behaviour of Galagos (Primates, Galagidae) in the Shire Highlands, Malawi","https://scispace.com/paper/wallace-identification-abundance-and-behaviour-of-galagos-x6a4u7gw","2005","","","Graham Edward Wallace","","https://scispace.com/records/wallace-identification-abundance-and-behaviour-of-galagos-x6a4u7gw","- **Relevance Score:** 16/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Surveys galago abundance and behavior in Malawi; lacks molecular, phylogenetic, or conservation‑genetic analyses, limiting relevance to most criteria.","Although galagos are extensively distributed across sub-Saharan Africa as a taxonomic group, many species are only partially described both in terms of and throughout their range. In particular, there is a lack of data for species occurring in the Shire Highlands of Malawi, and one form at Thyolo Mountain awaits description. The aims of the study where to address existing data deficiencies by (i) identifying and describing the species of galago occurring in Malawi's Shire Highlands, (ii) assessing their distribution and relative abundance, (iii) providing insights into their behaviour, and (iv) gathering information with regard to human impacts that impinge upon their current and future conservation status. Assessment of the inter-relationships between these factors is fundamental to ensuring the long-term viability of galago populations in the region. Vocalisation analysis, compilation of call profiles, descriptions of morphology, systematic surveys, behaviour observations, and assessments of substrate-use were completed to identify two species of galago in the Shire Highlands (Galagoides granti and Otolemur crassicaudatus), determine their distribution and relative abundance on the basis of encounter rates, construct activity budgets, and compile substrate-use profiles that reflect habitat preferences across the region. Vocal repertoires were compiled for each species, and preliminary information regarding human impacts and disturbance was acquired. The results of the study not only contribute to clarification of galago diversity but also provide valuable preliminary data fundamental to management and conservation of galagos across the Shire Highlands."
"Über einen galago von sansibar","https://scispace.com/paper/6N9FHH53","1893","Journal Article","Sitzungsberichte der Gesellschaft Naturforschender Freunde zu Berlin","Paul Matschie","","","- **Relevance Score:** 16/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Historical description of a Zanzibar galago; provides taxonomic and East African locality info but lacks any molecular, phylogenetic, or conservation genetics data.",""
"Rocks and clocks revised: New promises and challenges in dating the primate tree of life","https://scispace.com/paper/rocks-and-clocks-revised-new-promises-and-challenges-in-28bm5bmb","2022","Journal Article","Evolutionary Anthropology","Luca Pozzi
Anna-Marie Penna","10.1002/evan.21940","https://onlinelibrary.wiley.com/doi/am-pdf/10.1002/evan.21940","- **Relevance Score:** 16/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** A review of primate dating methods; no original galago data or East African focus, only general discussion of molecular dating, giving minimal relevance to most criteria.","In recent years, multiple technological and methodological advances have increased our ability to estimate phylogenies, leading to more accurate dating of the primate tree of life. Here we provide an overview of the limitations and potentials of some of these advancements and discuss how dated phylogenies provide the crucial temporal scale required to understand primate evolution. First, we review new methods, such as the total‐evidence dating approach, that promise a better integration between the fossil record and molecular data. We then explore how the ever‐increasing availability of genomic‐level data for more primate species can impact our ability to accurately estimate timetrees. Finally, we discuss more recent applications of mutation rates to date divergence times. We highlight example studies that have applied these approaches to estimate divergence dates within primates. Our goal is to provide a critical overview of these new developments and explore the promises and challenges of their application in evolutionary anthropology."
"Hierarchical heuristic species delimitation under the multispecies coalescent model with migration","https://scispace.com/paper/hierarchical-heuristic-species-delimitation-under-the-2zdmtyy9ux","2023","Journal Article","bioRxiv","Daniel Kornai
Tomas Flouri
Ziheng Yang","10.1101/2023.09.10.557025","","- **Relevance Score:** 16/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses MSC-based heuristic species delimitation; highly relevant for MSC modeling, partially relevant for species delimitation, but lacks galago data, mitochondrial markers, East African focus, and dating.","The multispecies coalescent (MSC) model accommodates genealogical fluctuations across the genome and provides a natural framework for comparative analysis of genomic sequence data to infer the history of species divergence and gene flow. Given a set of populations, hypotheses of species delimitation (and species phylogeny) may be formulated as instances of MSC models (e.g., MSC for one species versus MSC for two species) and compared using Bayesian model selection. This approach, implemented in the program bpp, has been found to be prone to over-splitting. Alternatively heuristic criteria based on population parameters under the MSC model (such as population/species divergence times, population sizes, and migration rates) estimated from genomic sequence data may be used to delimit species. Here we extend the approach of species delimitation using the genealogical divergence index (gdi) to develop hierarchical merge and split algorithms for heuristic species delimitation, and implement them in a python pipeline called hhsd. Applied to data simulated under a model of isolation by distance, the approach was able to recover the correct species delimitation, whereas model comparison by bpp failed. Analyses of empirical datasets suggest that the procedure may be less prone to over-splitting. We discuss possible strategies for accommodating paraphyletic species in the procedure, as well as the challenges of species delimitation based on heuristic criteria."
"A coalescent perspective on delimiting and naming species: a reply to Bauer et al.","https://scispace.com/paper/fujita-and-leache-2011-a-coalescent-perspective-on-016ld7s0","2010","","Proceedings of the Royal Society B: Biological Sciences","Matthew K. Fujita
Adam D. Leaché","10.1098/rspb.2010.1864","https://scispace.com/records/fujita-and-leache-2011-a-coalescent-perspective-on-016ld7s0","- **Relevance Score:** 14/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Discusses multilocus coalescent approaches for species delimitation, but offers no empirical data on African galagos, East African sampling, mitochondrial/nuclear markers, or conservation/fragmentation analyses.",""
"The herpetofauna of the eastern Afromontane: evolutionary history, biogeography and conservation","https://scispace.com/paper/QI-0VZSDquIJ","","","","M Menegon","","https://e-space.mmu.ac.uk/920/1/Menegon_PhD_light.pdf","- **Relevance Score:** 14/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on Eastern Afromontane herpetofauna, providing regional biogeography; lacks primate data, multilocus species‑tree, coalescent, and conservation‑genetic analyses.",""
"Comparative Population Genomics of African Montane Forest Mammals Support Population Persistence across a Climatic Gradient and Quaternary Climatic Cycles","https://scispace.com/paper/comparative-population-genomics-of-african-montane-forest-5eulia38sv","2015","Journal Article","PLOS ONE","Terrence C. Demos
Terrence C. Demos
Julian C. Kerbis Peterhans
Julian C. Kerbis Peterhans
Tyler A. Joseph
John D. Robinson
John D. Robinson
Bernard Agwanda
Michael J. Hickerson
Michael J. Hickerson","10.1371/JOURNAL.PONE.0131800","https://scispace.com/pdf/comparative-population-genomics-of-african-montane-forest-5eulia38sv.pdf","- **Relevance Score:** 14/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on East African montane mammals, not galagos; uses multilocus RAD‑Seq for population phylogenetics, lacks mitochondrial data, MSC models, species delimitation, and primate conservation aspects.","The Eastern Afromontane biodiversity hotspot (EABH) has the highest concentration of biodiversity in tropical Africa, yet few studies have investigated recent historical diversification processes in EABH lineages. Herein, we analyze restriction-site associated DNA-sequences (RAD-Seq) to study recent historical processes in co-distributed mouse (Hylomyscus) and shrew (Sylvisorex) species complexes, with an aim to better determine how historical paleoenvironmental processes might have contributed to the EABH’s high diversity. We analyzed complete SNP matrices of > 50,000 RAD loci to delineate populations, reconstruct the history of isolation and admixture, and discover geographic patterns of genetic partitioning. These analyses demonstrate that persistently unsuitable habitat may have isolated multiple populations distributed across montane habitat islands in the Itombwe Massif and Albertine Rift to the west as well as Mt Elgon and Kenyan Highlands to the east. We detected low genetic diversity in Kenyan Highland populations of both genera, consistent with smaller historical population sizes in this region. We additionally tested predictions that Albertine Rift populations are older and more persistently isolated compared to the Kenyan Highlands. Phylogenetic analyses support greater historical isolation among Albertine Rift populations of both shrews and mice compared to the Kenyan Highlands and suggest that there are genetically isolated populations from both focal genera in the Itombwe Massif, Democratic Republic of Congo. The Albertine Rift ecoregion has the highest mammalian tropical forest species richness per unit area on earth. Our results clearly support accelerating efforts to conserve this diversity."
"Topics in Phylogenetic Species Tree Inference under the Coalescent Model","https://scispace.com/paper/topics-in-phylogenetic-species-tree-inference-under-the-4deiwwi86p","2016","Thesis","","Yuan Tian","","https://www.zotero.org/johankarlssonk9/items/Y32QHMXF/attachment/FY4ST3Z6/reader","- **Relevance Score:** 14/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Develops coalescent-based species‑tree methods and rooting techniques, but focuses on methodological theory without empirical galago data, geographic sampling, or conservation context.","Phylogenetic tree inference is a fundamental tool to estimate the ancestor-descendant relationships for di↵erent species. Currently, it is of great interest to explore the evolutionary relationships for a set of species for which DNA data have been collected and thus accurate and e cient methods are required to estimate phylogenetic trees. However, because the evolutionary relationships can be analyzed at two distinct levels (gene trees and species trees), and it is not necessary for the gene trees and species trees to agree with one another, phylogenetic inference has become increasingly complicated. Incomplete lineage sorting (ILS) is considered to be one of the major factors that cause disagreement between species trees and gene trees. The coalescent process is a widely-accepted model for ILS, and numerous genealogy-based phylogenetic inference methods have been established based on the coalescent model. In this thesis, coalescent-based methods for phylogenetic tree inference are studied. In Chapter 2, the expected amount of incongruence between gene trees under the same species tree is considered. More specifically, the extent of gene tree incongruence arising from incomplete lineage sorting, as modeled by the coalescent process, is computed. The results in Chapter 2 highlight the fact that substantial discordance among gene trees may occur, even when the number of species is very small. In Chapter 3, a coalescent model for three species that allows gene flow between both pairs of sister populations is proposed, and the resulting gene tree history distribution ii is derived. The results suggest conditions under which the species tree and associated parameters, such as the ancestral e↵ective population sizes and the rates of gene flow, are not identifiable from the gene tree topology distribution when gene flow is present, but indicate that the coalescent history distribution may identify the species tree and associated parameters. In Chapter 4, a rooting method based on the site pattern probabilities under the coalescent model is developed. The proposed technique provides a method to root every four-taxon species tree within a larger species tree of more than four taxa. The inferred roots for the four-taxon subtrees are then used together to estimate the root for the larger species tree. This rooting method is a computationally feasible method, and is the first method proposed to root a species tree that explicitly incorporates the coalescent process."
"Short branch attraction in phylogenomic inference under the multispecies coalescent Frontiers in Ecology and Evolution","https://scispace.com/paper/BKJ2PTS6","2023","Document","","Liu et al. 2023","10.3389/fevo.2023.1134764","","- **Relevance Score:** 14/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses multispecies coalescent to explore short‑branch attraction; discusses multilocus species‑tree inference generally, but no galago data, East African focus, or conservation context.",""
"Visualizing multispecies coalescent trees drawing gene trees inside species trees arXiv","https://scispace.com/paper/Q9EHBZ5E","2022","Document","","Visualization 2022","10.48550/arxiv.2210.06744","","- **Relevance Score:** 14/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Visualizes multispecies coalescent trees; relevant to MSC modeling, partly to multilocus reconstruction. No galago data, markers, geography, taxonomy, conservation, delimitation, or fragmentation.",""
"Primates in Peril: The World's 25 Most Endangered Primates 2008–2010","https://scispace.com/paper/primates-in-peril-the-world-s-25-most-endangered-primates-41icnwjdzm","2006","Journal Article","Primate Conservation","Russell A. Mittermeier
Cláudio Valladares-Pádua
Anthony B. Rylands
Ardith A. Eudey
Thomas M. Butynski
Jörg U. Ganzhorn
Rebecca Kormos
John M. Aguiar
Sally Walker","10.1896/052.024.0101","https://scispace.com/pdf/primates-in-peril-the-world-s-25-most-endangered-primates-41icnwjdzm.pdf","- **Relevance Score:** 13/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides species lists and habitat notes for endangered primates, mentions galagos and East African sites, but lacks genetic data, phylogenetic methods, or detailed conservation‑genetics analysis.","Here we report on the ninth iteration of the biennial listing of a consensus of the 25 primate species considered to be among the most endangered worldwide and the most in need of conservation measures. The 2016–2018 list of the world’s 25 most endangered primates has five species from Africa, six from Madagascar, nine from Asia, and five from the Neotropics."
"Molecular evidence on primate origins and evolution","https://scispace.com/paper/_-U_5efytswJ","","","","RL Raaum","","https://www.researchgate.net/profile/Ryan-Raaum/publication/283483354_Molecular_evidence_on_primate_origins_and_evolution/links/57a0a66608aeb16048326f83/Molecular-Evidence-on-Primate-Origins-and-Evolution.pdf","- **Relevance Score:** 13/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Broad primate phylogeny study; lacks focus on galagos, East African sampling, multilocus species‑tree or coalescent analyses, and conservation or fragmentation contexts.",""
"Genetic assessment of an isolated endemic Samango monkey (Cercopithecus albogularis labiatus) population in the Amathole Mountains, Eastern Cape Province …","https://scispace.com/paper/oZcYclA0T1MJ","","","","MT Madisha
DL Dalton
R Jansen
A Kotze","","https://www.researchgate.net/profile/M-Madisha/publication/320674979_Genetic_assessment_of_an_isolated_endemic_Samango_monkey_Cercopithecus_albogularis_labiatus_population_in_the_Amathole_Mountains_Eastern_Cape_Province_South_Africa/links/59f6c871aca272607e2bd85b/Genetic-assessment-of-an-isolated-endemic-Samango-monkey-Cercopithecus-albogularis-labiatus-population-in-the-Amathole-Mountains-Eastern-Cape-Province-South-Africa.pdf","- **Relevance Score:** 13/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on Samango monkey, not galagos; limited mitochondrial data, some nuclear markers; South‑African location, not East Africa; touches on fragmentation and conservation but not nocturnal dwarf galagos.",""
"Habitat fragmentation and metapopulation dynamics of the Angolan black and white colobus (Colobus angolensis palliatus) in coastal Kenya","https://scispace.com/paper/habitat-fragmentation-and-metapopulation-dynamics-of-the-2ylxjha6ja","2005","Dissertation","","Julie Anderson","","https://discovery.ucl.ac.uk/id/eprint/1444523/1/U591829.pdf","- **Relevance Score:** 13/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses spatially explicit metapopulation model to assess fragmentation impacts on colobus; focuses on Kenyan coastal forests (East Africa). No genetic, galago, or molecular analyses.","This study investigates the effects of habitat fragmentation on an Angola black-and-white colobus (Colobus angolensis palliatus) metapopulation in southern Kenya. 124 coastal forest fragments were surveyed in 2001. Fifty-five C. a. palliatus populations were found during this survey, (44% habitat patch occupancy), with an estimated national population estimate of 3,100 - 5,000 individuals. Colobus occurrence and density in this forest network was significantly linked to the spatial characteristics and quality of habitat patches. The heterogeneous landscape between habitat patches (matrix) was also found to be important, providing additional foraging habitat and connectivity between forest patches. The use of a spatially explicit metapopulation model (the incidence function model) provided a conceptual framework in which to explore future scenarios of habitat change. C. a. palliatus metapopulation persistence was found to be dependent upon the five largest forests in the network. Many of the colobus populations inhabiting unprotected forests were found to be on critical limits of population extinction. Population occupancy was also affected by the degradation or enhancement of the surrounding matrix."
"Distribution of highland forest birds across a potential dispersal barrier in the Eastern Arc Mountains of Tanzania","https://scispace.com/paper/N17kCK7lvncJ","","","","J Fjeldså
J Kiure
N Doggart
LA Hansen
A Perkin","","https://www.academia.edu/download/72202218/Distribution_of_highland_forest_birds_ac20211011-15090-pn2fbl.pdf","- **Relevance Score:** 13/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on bird distribution in Tanzania's Eastern Arc Mountains, matching the geographic criterion but unrelated to galagos, genetics, or primate diversification.",""
"Priority primate areas in Tanzania","https://scispace.com/paper/priority-primate-areas-in-tanzania-599jpgnlsk","2014","Journal Article","Oryx","Tim R.B. Davenport
Katarzyna Nowak
Andrew Perkin","10.1017/S0030605312001676","http://www.cf.tfcg.org/pubs/Davenport%20et%20al.%202014.%20Priority%20primate%20areas%20in%20Tz.pdf","- **Relevance Score:** 13/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses spatial prioritization to map Tanzanian primate habitats; no genetic or phylogenetic work, limited to broad conservation planning, not galago‑focused.","Priority Primate Areas are identified in Tanzania, mainland Africa's most important country for conservation of primates, on the basis of occupancy by globally rare, Red-Listed and range-restricted primate species and subspecies. We provide a comprehensive list and regional assessment of Tanzania's primate taxa, using IUCN Red List criteria, as well as the first national inventory of primates for 62 sites. The Priority Primate Areas, encompassing 102,513 km2, include nine national parks, one conservation area, seven game reserves, six nature reserves, 34 forest reserves and five areas with no official protection status. Primate species were evaluated and ranked on the basis of irreplaceability and vulnerability, using a combination of established and original criteria, resulting in a primate Taxon Conservation Score. Sites were ranked on the basis of summed primate scores. The majority (71%) of Priority Primate Areas are also Important Bird Areas (IBAs), or part of an IBA. Critical subsets of sites were derived through complementarity analyses. Adequate protection of just nine sites, including six national parks (Kilimanjaro, Kitulo, Mahale, Saadani, Udzungwa and Jozani-Chwaka Bay), one nature reserve (Kilombero) and two forest reserves (Minziro and Mgambo), totalling 8,679 km2, would protect all 27 of Tanzania's primate species. The addition of three forest reserves (Rondo, Kilulu Hill and Ngezi) and two game reserves (Grumeti and Biharamulo), results in a list of 14 Priority Primate Areas covering 10,561 km2 (1.1% of Tanzania's total land area), whose conservation would ensure the protection of all 43 of Tanzania's species and subspecies of primates."
"Forest and primate conservation in East Africa","https://scispace.com/paper/forest-and-primate-conservation-in-east-africa-1klig5l2xk","1981","Journal Article","African Journal of Ecology","Thomas T. Struhsaker","10.1111/J.1365-2028.1981.TB00655.X","","- **Relevance Score:** 13/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on East African forest islands and primate conservation, providing geographic relevance and discussion of fragmentation impacts, but lacks genetic, phylogenetic, or galago-specific content.","Summary

The small ecological islands of rain forest remaining in East Africa and the monkeys and apes living in them are discussed. In Uganda, the number of monkey and ape species in any particular low to medium altitude rain forest seems to depend on three major factors: floral diversity, proximity to upper Pleistocene forest refugia and the size of the forest. Selected examples of forest and primate Conservation in Uganda, Tanzania and Kenya are described. From this description emerges a variegated picture of potential conservation successes and failures. Suggestions are made concerning the salvage of the remaining forest islands. More and larger areas of forest should be protected against exploitation. Detailed biological surveys must be completed in many of these forests. Long-term monitoring research is vital to determine the effectiveness of forest conservation. Of paramount importance is the need to up-date policies related to forest management, forestry laws and codes, and the educational curriculum in primary and secondary schools as it relates to the value of, and need for, forest conservation.



Resume

Le petit ilot ecologique de foret humide restant en Afrique de 1'Est et les primates y habitant sont presentes. En Ouganda, le nombre d'espices de petits et de grands singes dans quelque foret de basse ou moyenne altitude semble dependre de trois facteurs essentiels: la diversite florale, la proximite de refuges forestiers du Pleistocene superieur et la taille de la foret. Des exemples choisis parmi des types de conservation de foret et de primates en Ouganda, Tanzanie et Kenya sont decrits. Il emerge de cette description une image variee de succes ou d'echecs potentiels de types de conservation. On avance des suggestions concernant le sauvetage des derniers ilots de foret. Des zones plus nombreuses et plus etendues devraient etre protegees de I'exploitation. Des releves biologiques detailles doivent etre realisCs dans beaucoup des ces forets. Une recherche d'information a long terme est vitale pour determiner I'efficacite de la conservation des forets. Le besoin d'une politique moderne de gestion de la forets de codes et de lois forestieres et de programmes d'education dans les ecoles primaires et secondaires sont d'une importance primordiale pour la conservation de la foret."
"Remarkable ancient divergences amongst neglected lorisiform primates.","https://scispace.com/paper/26900177","2015","Journal Article","Zoological journal of the Linnean Society","Pozzi
Nekaris
Perkin
Bearder
Pimley
Schulze
Streicher
Nadler
Kitchener
Zischler
Zinner
Roos","10.1111/zoj.12286","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4744660/pdf","- **Relevance Score:** 13/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses mitochondrial cytochrome data for a broad lorisiform phylogeny; lacks multilocus species‑tree, coalescent, African galago focus, East African sampling, and detailed conservation or diversification analyses.","Lorisiform primates (Primates: Strepsirrhini: Lorisiformes) represent almost 10% of the living primate species and are widely distributed in sub-Saharan Africa and South/South-East Asia; however, their taxonomy, evolutionary history, and biogeography are still poorly understood. In this study we report the largest molecular phylogeny in terms of the number of represented taxa. We sequenced the complete mitochondrial cytochrome "
"Split Probabilities and Species Tree Inference Under the Multispecies Coalescent Model.","https://scispace.com/paper/split-probabilities-and-species-tree-inference-under-the-iolgjwrwie","2018","Journal Article","Bulletin of Mathematical Biology","Elizabeth S. Allman
James H. Degnan
John A. Rhodes","10.1007/S11538-017-0363-5","","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses multispecies coalescent theory to derive split probabilities for species tree inference; no empirical data, primates, or geographic focus.",""
"Bayesian Phylogenetics with BEAUti and the BEAST 1.7","https://scispace.com/paper/bayesian-phylogenetics-with-beauti-and-the-beast-1-7-2xkb29qdvu","2012","Journal Article","Molecular Biology and Evolution","Alexei J. Drummond
Marc A. Suchard
Dong-jie Xie
Andrew Rambaut","10.1093/MOLBEV/MSS075","https://scispace.com/pdf/bayesian-phylogenetics-with-beauti-and-the-beast-1-7-2xkb29qdvu.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses multispecies coalescent (*BEAST) for single‑gene finch data, providing species‑tree inference and dating, but lacks multilocus, primate, African, or conservation focus.","Computational evolutionary biology, statistical phylogenetics and coalescent-based population genetics are becoming increasingly central to the analysis and understanding of molecular sequence data. We present the Bayesian Evolutionary Analysis by Sampling Trees (BEAST) software package version 1.7, which implements a family of Markov chain Monte Carlo (MCMC) algorithms for Bayesian phylogenetic inference, divergence time dating, coalescent analysis, phylogeography and related molecular evolutionary analyses. This package includes an enhanced graphical user interface program called Bayesian Evolutionary Analysis Utility (BEAUti) that enables access to advanced models for molecular sequence and phenotypic trait evolution that were previously available to developers only. The package also provides new tools for visualizing and summarizing multispecies coalescent and phylogeographic analyses. BEAUti and BEAST 1.7 are open source under the GNU lesser general public license and available at http://beast-mcmc.googlecode.com and http://beast.bio.ed.ac.uk"
"Speciation of tropical rainforest primates of Africa: insular biogeography","https://scispace.com/paper/speciation-of-tropical-rainforest-primates-of-africa-insular-3lkx53zxta","1983","Journal Article","African Journal of Ecology","Colin A. Chapman","10.1111/J.1365-2028.1983.TB00329.X","","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses island biogeography theory to link rainforest fragmentation with primate speciation; lacks genetic data, galago focus, and East African specificity, but directly addresses fragmentation-driven diversification.","Summary The climatic fluctuations that occurred throughout the Quaternary resulted repeatedly in the fragmentation of the rainforests of tropical Africa. This fragmentation would have facilitated allopatric speciation in each tropical rainforest refugium. The location and area of the tropical rainforest refugia that existed during the last glacial maximum have been estimated from the analysis of palaeoenvironmental information, present climatic information and the present distribution of tropical rainforest primates. The predictive value of island biogeographical theory is analysed, based upon the present nature of the African rainforest, as well as the hypothetical nature of the rainforest refugia present during the last glacial maximum. The gradual slope of the species area curve indicates that the distribution of primate fauna in the African rainforests does not represent an equilibrium between the rates of colonization and extinction. Resume"
"Impact of habitat fragmentation on the spatial structure of the Eastern Arc forests in East Africa: implications for biodiversity conservation","https://scispace.com/paper/impact-of-habitat-fragmentation-on-the-spatial-structure-of-2qe0ebznxe","2018","Journal Article","Biodiversity and Conservation","William D. Newmark
Phoebe B. McNeally","10.1007/S10531-018-1498-X","","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses high‑resolution aerial imagery to quantify forest fragmentation in the Eastern Arc Mountains, directly addressing spatial structure and conservation implications for forest habitats in East Africa.","The Eastern Arc Mountains in Tanzania and Kenya are one of 35 global biodiversity hotspots. The Eastern Arc forests are, as are many other tropical biodiversity hotspots, highly fragmented. Understanding the impact of habitat fragmentation (i.e., habitat loss and subdivision) on the spatial structure of the Eastern Arc forests is important because forest spatial structure highly influences species richness, persistence, and extinction debt. Here we examine the impact of habitat fragmentation on the spatial structure of the Eastern Arc forests at a patch scale using very high resolution aerial imagery having a spatial resolution of 0.5–1.5 m. Forest area across the 13 Eastern Arc Mountains is 405,852 ha and is distributed into 311 fragments ≥ 10 ha in size with a median fragment size of 84 ha. The 18 largest forest fragments in the Eastern Arc Mountains contain greater than three-quarters of total forest area. Average fragment isolation, as assessed by median distance to nearest fragment and median distance to the nearest larger fragment, is 867 and 1533 m, respectively. Of total forest area, 14% is < 100 m from the forest edge and 33% is < 300 m from the forest edge. Establishing forested linkages among the largest and closest forest fragments through forest regeneration and protection of secondary regenerating forest as well as providing protected area status to the remaining non-protected forest including unprotected smaller forest fragments are important to enhancing the long-term persistence of many plant and animal species here."
"Galago demidovii","https://scispace.com/paper/galago-demidovii-mwowroxxm464","2022","Repository","","Honacki, James H.
Kinman, Kenneth E.","10.5281/zenodo.7210173","","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides taxonomic record for Galago demidovii, mentions distribution across West‑East Africa, but lacks genetic data, phylogenetic methods, or conservation‑genetic analysis.","<i>Galago demidovii</i> (Fischer, 1806). Mem. Soc. Nat. Moscow, 1:24. TYPE LOCALITY: Senegal. DISTRIBUTION: Senegal to Uganda; Bioko; isolated forests of Kenya and Tanzania south to Malawi. COMMENT: Formerly included in <i>Galagoides;</i> see Groves, 1974:463. PROTECTED STATUS: CITES - Appendix II as Order Primates. ISIS NUMBER: 5301406004006003001. "
"Comparative penile morphology of East African galagos (Family Galagidae): Implications for taxonomy.","https://scispace.com/paper/comparative-penile-morphology-of-east-african-galagos-family-vpkvhper","","","","Andrew Perkin","","https://scispace.com/records/comparative-penile-morphology-of-east-african-galagos-family-vpkvhper","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses penile morphology to discuss dwarf galago taxonomy; provides limited geographic context for East Africa but lacks genetic, phylogenetic, or conservation analyses.","Recent studies on the comparative penile morphology of galagos have revealed complex patterns, which vary between both genera and species and can help with the identification and the classification of species. So far the penile morphologies of 14 galago species have been described and an identification key proposed. The present study extends and revises previous work. Wild Galagoides rondoensis, G. cocos, G. zanzibaricus and G. granti, from the Eastern Arc Mountains and coastal forests of Tanzania and Kenya, were live trapped and one species, G. orinus, was examined using museum specimens. Penile morphology was photographed, traced and described qualitatively. All of the mature males had penile spines. Spines were absent or indistinct on immature males in all species. The penile morphologies of G. cocos, G. zanzibaricus and G. granti are similar in the overall distribution and type of spines but differ in the shape of the glans penis. Both G. orinus and G. rondoensis have divergent penile morphologies compared to all other galagos and are probably phylogenetically distinct. The results support other recent morphological and behavioral studies that consider these five galagos to be distinct species. The evolution of the baculum and spines is thought to be linked to sexual selection in multi-male mating systems but the mechanisms involved are not entirely understood. Adult male G. rondoensis appear to display the penile spines by exposing the distal section of the penis. This may have implications for the hypothesis of cryptic mate choice by females in this species."
