"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Statistical inferences in phylogeography","https://scispace.com/paper/nielsen-and-beaumont-2009-statistical-inferences-in-b07i82a9","2009","","Molecular Ecology","Rasmus Nielsen
Mark A. Beaumont","10.1111/j.1365-294X.2008.04059.x","https://scispace.com/records/nielsen-and-beaumont-2009-statistical-inferences-in-b07i82a9","- **Relevance Score:** 8/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses general coalescent theory for phylogeographic inference, but lacks primate‑specific multispecies models, dwarf galago focus, East African forest context, marker details, or southern African galago conservation data.","In conventional phylogeographic studies, historical demographic processes are elucidated from the geographical distribution of individuals represented on an inferred gene tree. However, the interpretation of gene trees in this context can be difficult as the same demo- graphic/geographical process can randomly lead to multiple different genealogies. Likewise, the same gene trees can arise under different demographic models. This problem has led to the emergence of many statistical methods for making phylogeographic inferences. A popular phylogeographic approach based on nested clade analysis is challenged by the fact that a certain amount of the interpretation of the data is left to the subjective choices of the user, and it has been argued that the method performs poorly in simulation studies. More rigorous statistical methods based on coalescence theory have been developed. However, these methods may also be challenged by computational problems or poor model choice. In this review, we will describe the development of statistical methods in phylogeographic analysis, and discuss some of the challenges facing these methods."
"On the Edge of Extinction: The Plight of the Southern Patas Monkey","https://scispace.com/paper/oJ17XMv7oL4J","","","","TM Butynski
YA de Jong","","","- **Relevance Score:** 8/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on Southern Patas Monkey extinction; only brief mentions of dwarf galagos, lacking phylogenetic methods, markers, or detailed East African forest context.",""
"Physical and Social Diversity Among Nocturnal Primates: A New View Based on Long Term Research","https://scispace.com/paper/bearder-1999-physical-and-social-diversity-among-nocturnal-yv5aa0kc","1999","","PRIMATES","Simon K. Bearder","","https://scispace.com/records/bearder-1999-physical-and-social-diversity-among-nocturnal-yv5aa0kc","- **Relevance Score:** 8/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions broad galago distribution and a vague species question, but lacks coalescent analyses, detailed East African dwarf galago systematics, phylogeographic data, molecular marker discussion, or southern African conservation genetics.","Social complexity is not restricted to day-living primates. Nocturnal primates provide a remarkably diverse, and largely overlooked, array of species for comparison with the better known monkeys, apes, and diurnal lemurs. Nocturnal and diurnal species differ markedly in terins of their sensory and perceptual abilities, but they share a high relative brain size in association with long periods of gestation, development of the young, and lifespan. Both groups also show within- and between-species diversity in their systems of feeding, defence, and reproduction, mediated by remarkably complex channels of communication, and varying locally in relation to habitat, demography, and social tradition. This paper provides a broad overview of the physical and social diversity of nocturnal primates, leading to new perspectives on their speciation, social behaviour, and conservation status."
"Coalescent theory: an introduction","https://scispace.com/paper/coalescent-theory-an-introduction-2jrv7ls769","2009","Book","","John Wakeley","","https://www.zotero.org/johankarlssonk9/items/QXWCTMIW/attachment/FBM6A8WD/reader","- **Relevance Score:** 8/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** General coalescent theory textbook; covers multispecies coalescent basics but lacks primate, galago, or East African case studies, limiting direct relevance to the specified topics.",""
"A rapid and scalable method for multilocus species delimitation using Bayesian model comparison and rooted triplets","https://scispace.com/paper/a-rapid-and-scalable-method-for-multilocus-species-5f51pgfdhn","2016","Journal Article","Systematic Biology","Tomochika Fujisawa
Amr Aswad
Timothy G. Barraclough","10.1093/SYSBIO/SYW028","","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Introduces a scalable Bayesian delimitation method using multilocus data and rooted triplets, but lacks primate, galago, or East African focus; only broadly relevant to molecular marker discussions for primate delimitation.","Multilocus sequence data provide far greater power to resolve species limits than the single locus data typically used for broad surveys of clades. However, current statistical methods based on a multispecies coalescent framework are computationally demanding, because of the number of possible delimitations that must be compared and time-consuming likelihood calculations. New methods are therefore needed to open up the power of multilocus approaches to larger systematic surveys. Here, we present a rapid and scalable method that introduces 2 new innovations. First, the method reduces the complexity of likelihood calculations by decomposing the tree into rooted triplets. The distribution of topologies for a triplet across multiple loci has a uniform trinomial distribution when the 3 individuals belong to the same species, but a skewed distribution if they belong to separate species with a form that is specified by the multispecies coalescent. A Bayesian model comparison framework was developed and the best delimitation found by comparing the product of posterior probabilities of all triplets. The second innovation is a new dynamic programming algorithm for finding the optimum delimitation from all those compatible with a guide tree by successively analyzing subtrees defined by each node. This algorithm removes the need for heuristic searches used by current methods, and guarantees that the best solution is found and potentially could be used in other systematic applications. We assessed the performance of the method with simulated, published, and newly generated data. Analyses of simulated data demonstrate that the combined method has favorable statistical properties and scalability with increasing sample sizes. Analyses of empirical data from both eukaryotes and prokaryotes demonstrate its potential for delimiting species in real cases."
"Phylogenetic relationships among the colobine monkeys revisited: new insights from analyses of complete mt genomes and 44 nuclear non-coding markers.","https://scispace.com/paper/phylogenetic-relationships-among-the-colobine-monkeys-124znhs0km","2012","Journal Article","PLOS ONE","Xiaoping Wang
Li Yu
Christian Roos
Nelson Ting
Cui Ping Chen
Jing Wang
Ya-Ping Zhang
Ya-Ping Zhang","10.1371/JOURNAL.PONE.0036274","","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses 44 nuclear non‑coding markers and mt genomes to resolve colobine relationships, showing utility of novel loci for primate phylogenetics, but lacks coalescent methods, galago focus, or East African forest context.","Background 
Phylogenetic relationships among Asian and African colobine genera have been disputed and are not yet well established. In the present study, we revisit the contentious relationships within the Asian and African Colobinae by analyzing 44 nuclear non-coding genes (>23 kb) and mitochondrial (mt) genome sequences from 14 colobine and 4 non-colobine primates.
Principal Findings 
The combined nuclear gene and the mt genome as well as the combined nuclear and mt gene analyses yielded different phylogenetic relationships among colobine genera with the exception of a monophyletic ‘odd-nosed’ group consisting of Rhinopithecus, Pygathrix and Nasalis, and a monophyletic African group consisting of Colobus and Piliocolobus. The combined nuclear data analyses supported a sister-grouping between Semnopithecus and Trachypithecus, and between Presbytis and the odd-nosed monkey group, as well as a sister-taxon association of Pygathrix and Rhinopithecus within the odd-nosed monkey group. In contrast, mt genome data analyses revealed that Semnopithecus diverged earliest among the Asian colobines and that the odd-nosed monkey group is sister to a Presbytis and Trachypithecus clade, as well as a close association of Pygathrix with Nasalis. The relationships among these genera inferred from the analyses of combined nuclear and mt genes, however, varied with the tree-building methods used. Another remarkable finding of the present study is that all of our analyses rejected the recently proposed African colobine paraphyly and hybridization hypothesis and supported reciprocal monophyly of the African and Asian groups.
Significance 
The phylogenetic utility of large-scale new non-coding genes was assessed using the Colobinae as a model, We found that these markers were useful for distinguishing nodes resulting from rapid radiation episodes such as the Asian colobine radiation. None of these markers here have previously been used for colobine phylogenetic reconstruction, increasing the spectrum of molecular markers available to mammalian systematics."
"Species delimitation in lemurs: multiple genetic loci reveal low levels of species diversity in the genus Cheirogaleus","https://scispace.com/paper/species-delimitation-in-lemurs-multiple-genetic-loci-reveal-lutbyjr7vk","2009","Journal Article","BMC Evolutionary Biology","Linn F. Groeneveld
Linn F. Groeneveld
David W. Weisrock
David W. Weisrock
Rodin M. Rasoloarison
Rodin M. Rasoloarison
Anne D. Yoder
Peter M. Kappeler
Peter M. Kappeler","10.1186/1471-2148-9-30","","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses mtDNA (cytb, cox2) and three nuclear loci to delimit Cheirogaleus species, illustrating marker choice for primate delimitation; otherwise unrelated to galagos, MSC methods, or East African forest refugia.","Species are viewed as the fundamental unit in most subdisciplines of biology. To conservationists this unit represents the currency for global biodiversity assessments. Even though Madagascar belongs to one of the top eight biodiversity hotspots of the world, the taxonomy of its charismatic lemuriform primates is not stable. Within the last 25 years, the number of described lemur species has more than doubled, with many newly described species identified among the nocturnal and small-bodied cheirogaleids. Here, we characterize the diversity of the dwarf lemurs (genus Cheirogaleus) and assess the status of the seven described species, based on phylogenetic and population genetic analysis of mtDNA (cytb + cox2) and three nuclear markers (adora3, fiba and vWF). This study identified three distinct evolutionary lineages within the genus Cheirogaleus. Population genetic cluster analyses revealed a further layer of population divergence with six distinct genotypic clusters. Based on the general metapopulation lineage concept and multiple concordant data sets, we identify three exclusive groups of dwarf lemur populations that correspond to three of the seven named species: C. major, C. medius and C. crossleyi. These three species were found to be genealogically exclusive in both mtDNA and nDNA loci and are morphologically distinguishable. The molecular and morphometric data indicate that C. adipicaudatus and C. ravus are synonymous with C. medius and C. major, respectively. Cheirogaleus sibreei falls into the C. medius mtDNA clade, but in morphological analyses the membership is not clearly resolved. We do not have sufficient data to assess the status of C. minusculus. Although additional patterns of population differentiation are evident, there are no clear subdivisions that would warrant additional specific status. We propose that ecological and more geographic data should be collected to confirm these results."
"Primate phylogenomics: developing numerous nuclear non-coding, non-repetitive markers for ecological and phylogenetic applications and analysis of evolutionary rate variation","https://scispace.com/paper/primate-phylogenomics-developing-numerous-nuclear-non-coding-2iws23jqy9","2009","Journal Article","BMC Genomics","Zuogang Peng
Navin Elango
Derek E. Wildman
Soojin V. Yi","10.1186/1471-2164-10-247","https://scispace.com/pdf/primate-phylogenomics-developing-numerous-nuclear-non-coding-2iws23jqy9.pdf","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Develops non‑coding nuclear markers for primates and validates them on known phylogeny, but lacks coalescent analyses, dwarf galago focus, forest refugia context, or southern‑African galago conservation data.","Genetic analyses are often limited by the availability of appropriate molecular markers. Markers from neutrally evolving genomic regions may be particularly useful for inferring evolutionary histories because they escape the constraints of natural selection. For the majority of taxa however, obtaining such markers is challenging. Advances in genomics have the potential to alleviate the shortage of neutral markers. Here we present a method to develop numerous markers from putatively neutral regions of primate genomes. We began with the available whole genome sequences of human, chimpanzee and macaque. Using computational methods, we identified a total of 280 potential amplicons from putatively neutral, non-coding, non-repetitive regions of these genomes. Subsequently we amplified, using experimental methods, many of these amplicons from diverse primate taxa, including a ring-tailed lemur, which is distantly related to the genomic resources. Using a subset of 10 markers, we demonstrate the utility of the developed markers in phylogenetic and evolutionary rate analyses. Particularly, we uncovered substantial evolutionary rate variation among lineages, some of which are previously not reported. We successfully developed numerous markers from putatively neutral regions of primate genomes using a strategy combining computational and experimental methods. Applying these markers to phylogenetic and evolutionary rate variation analyses exemplifies the utility of these markers. Diverse ecological and evolutionary analyses will benefit from these markers. Importantly, methods similar to those presented here can be applied to other taxa in the near future."
"Divergence and introgression in small apes, the genus Hylobates, revealed by reduced representation sequencing.","https://scispace.com/paper/divergence-and-introgression-in-small-apes-the-genus-3asxhdg978","2021","Journal Article","Heredity","Kazunari Matsudaira
Kazunari Matsudaira
Takafumi Ishida
Takafumi Ishida","10.1038/S41437-021-00452-7","","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses SNPs from reduced-representation sequencing to resolve gibbon species boundaries, offering a molecular marker approach for primate delimitation, but lacks coalescent methods, galago focus, or East African context.","Gibbons of the genus Hylobates, which inhabit Southeast Asia, show great diversity and comprise seven to nine species. Natural hybridisation has been observed in several species contact zones, but the history and extent of hybridisation and introgression in possibly historical and the current contact zones remain unclear. To uncover Hylobates species phylogeny and the extent of introgression in their evolution, genotyping by random amplicon sequencing-direct (GRAS-Di) was applied to 47 gibbons, representing seven Hylobates species/subspecies and two outgroup gibbon species. Over 200,000 autosomal single-nucleotide variant sites were identified. The autosomal phylogeny supported that divergence from the mainland species began ~3.5 million years ago, and subsequently occurred among the Sundaic island species. Significant introgression signals were detected between H. lar and H. pileatus, H. lar and H. agilis and H. albibarbis and H. muelleri, which all are parapatric and form ongoing hybrid zones. Furthermore, the introgression signals were detected in every analysed individual of these species, indicating a relatively long history of hybridisation, which might have affected the entire gene pool. By contrast, signals of introgression were either not detected or doubtful in other species pairs living on different islands, indicating the rarity of hybridisation and introgression, even though the Sundaic islands were connected during the Pliocene and Pleistocene glacial events."
"Phylogenetic Relationships among the Colobine Monkeys Revisited: New Insights from Analyses of Complete mt Genomes and 44 Nuclear Non-Coding Markers","https://scispace.com/paper/phylogenetic-relationships-among-the-colobine-monkeys-3ufrjybtp2dm","2024","Repository","","Xiaoping Wang
Li Yu
Christian Roos
Nelson Ting
Cui Ping Chen
Jing Wang
Ya-Ping Zhang","10.60692/m2zpt-nmp52","","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses 44 nuclear non‑coding markers and mt genomes for colobine phylogeny, offering examples of marker utility for species delimitation, but lacks coalescent methods, galago focus, or East African forest context.","Background Phylogenetic relationships among Asian and African colobine genera have been disputed and are not yet well established. In the present study, we revisit the contentious relationships within the Asian and African Colobinae by analyzing 44 nuclear non-coding genes (>23 kb) and mitochondrial (mt) genome sequences from 14 colobine and 4 non-colobine primates. Principal Findings The combined nuclear gene and the mt genome as well as the combined nuclear and mt gene analyses yielded different phylogenetic relationships among colobine genera with the exception of a monophyletic 'odd-nosed' group consisting of Rhinopithecus, Pygathrix and Nasalis, and a monophyletic African group consisting of Colobus and Piliocolobus. The combined nuclear data analyses supported a sister-grouping between Semnopithecus and Trachypithecus, and between Presbytis and the odd-nosed monkey group, as well as a sister-taxon association of Pygathrix and Rhinopithecus within the odd-nosed monkey group. In contrast, mt genome data analyses revealed that Semnopithecus diverged earliest among the Asian colobines and that the odd-nosed monkey group is sister to a Presbytis and Trachypithecus clade, as well as a close association of Pygathrix with Nasalis. The relationships among these genera inferred from the analyses of combined nuclear and mt genes, however, varied with the tree-building methods used. Another remarkable finding of the present study is that all of our analyses rejected the recently proposed African colobine paraphyly and hybridization hypothesis and supported reciprocal monophyly of the African and Asian groups. Significance The phylogenetic utility of large-scale new non-coding genes was assessed using the Colobinae as a model, We found that these markers were useful for distinguishing nodes resulting from rapid radiation episodes such as the Asian colobine radiation. None of these markers here have previously been used for colobine phylogenetic reconstruction, increasing the spectrum of molecular markers available to mammalian systematics. "
"An in silico comparison of reduced-representation and sequence-capture protocols for phylogenomics","https://scispace.com/paper/an-in-silico-comparison-of-reduced-representation-and-3zi49sdyk3","2015","Posted Content","bioRxiv","Rupert A. Collins
Tomas Hrbek","10.1101/032565","","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses in silico comparisons of UCE, exon‑capture, RAD, and ddRAD markers to assess primate phylogenetic resolution; provides marker performance insights but lacks MSC methods, galago focus, or East African refugia analysis.","In the age of genome-scale DNA sequencing, choice of molecular marker arguably remains an important decision in planning a phylogenetic study. Using published genomes from 23 primate species, we make a standardized comparison of four of the most frequently used protocols in phylogenomics, viz., targeted sequence-enrichment using ultraconserved element and exon-capture probes, and reduced genomic representation using restriction-site-associated DNA sequencing (RADseq and ddRADseq). Here we present a procedure to perform in silico extractions from genomes and create directly comparable datasets for each class of marker. We then compare these datasets in terms of both phylogenetic resolution and ability to consistently and precisely estimate clade ages using fossil-calibrated molecular-clock models. Furthermore, we were also able to directly compare these results to previously published datasets from Sanger-sequenced nuclear exons and mitochondrial genomes under the same analytical conditions. Our results show---although with the exception of the mitochondrial genome and ddRADseq datasets---that for uncontroversial nodes all data classes performed equally well, i.e. they recovered the same well supported topology. However, for one difficult-to-resolve node comprising a rapid diversification (subfamilial relationships among the Cebidae), we report well supported but conflicting topologies among the marker classes, likely the result of mismodelling of gene tree heterogeneity. Likewise, clade age estimates showed consistent discrepancies between datasets; for recent nodes, clade ages estimated by nuclear exon datasets were younger than those of the UCE, RAD and mitochondrial data, but vice versa for the deepest nodes in the primate phylogeny. This effect can be explained by temporal differences in phylogenetic informativeness and choice of clock model used. Finally, we conclude by emphasizing that while huge numbers of loci are probably not required for uncontroversial phylogenetic questions---for which practical considerations such as cost and ease of data generation/sharing/aggregating therefore become increasingly important---accurately modelling heterogeneous data remains as relevant as ever for the more recalcitrant problems."
"Reproductive and dietary parameters in wild greater galago populations","https://scispace.com/paper/reproductive-and-dietary-parameters-in-wild-greater-galago-1rcsav6jyn","1988","Journal Article","International Journal of Primatology","Judith C. Masters
W. H. R. Lumsden
D. A. Young","10.1007/BF02735747","","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides extensive reproductive and dietary data for Galago populations across Tanzania to Malawi, but lacks genetic, phylogenetic, or coalescent analyses; only geographic coverage touches conservation genetics.","Information concerning habitat, body size, reproductive status, and diet was recorded from 348 greater galagos, captured at six different localities in Tanzania and southern Africa between 1953 and 1955. The localities extended from Pemba Island in the north to Chikwawa, Malawi, in the south and varied broadly in the same order in degree of climatic aridity— from well-watered clove and coconut plantations to seasonally very dry woodland. Animals from the three northern localities fell within the geographic range of Galago garnettii,while the rest were assumed to be G. crassicaudatus.Statistical analysis of body size parameters confirmed this allocation. Data on fetal occurrence, vaginal and labial condition, and lactation indicate a restricted breeding season for both species, with peak proportions in estrus in August in G. garnettiiand in May-July in G. crassicaudatus.Gut content data indicate a variety of foods, with a preponderance in the northern localities of soft fruit such as mango, pawpaw, and coconut pulp; gum was a major carbohydrate source in the southernmost localities. Contrary to expectations, tooth damage, in the form of both loss and breakage, was much more prevalent in G. garnettiithan in G. crassicaudatus.The teeth most commonly lost were the upper incisors— perhaps because of the high acid and sugar content of a frugivorous diet. The high incidence of breakage of the lower incisors and upper canines indicates the inclusion of hard-shelled food sources in the diet of G. garnettii."
"Molecular evolutionary dynamics of cytochrome b in strepsirrhine primates: the phylogenetic significance of third-position transversions.","https://scispace.com/paper/molecular-evolutionary-dynamics-of-cytochrome-b-in-11jsct7gke","1996","Journal Article","Molecular Biology and Evolution","Anne D. Yoder
Rytas Vilgalys
Maryellen Ruvolo","10.1093/OXFORDJOURNALS.MOLBEV.A025580","https://scispace.com/pdf/molecular-evolutionary-dynamics-of-cytochrome-b-in-11jsct7gke.pdf","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses cytochrome b third‑position transversions to resolve strepsirrhine phylogeny, offering a molecular marker example, but lacks coalescent methods, dwarf galago focus, forest refugia analysis, or southern African galago conservation data.","DNA sequences of the complete cytochrome b gene are shown to contain robust phylogenetic signal for the strepsirrhine primates (i.e., lemurs and lorises). The phylogeny derived from these data conforms to other molecular studies of strepsirrhine relationships despite the fact that uncorrected nucleotide distances are high for nearly all intrastrepsirrhine comparisons, with most in the 15%-20% range. Cytochrome b sequences support the hypothesis that Malagasy lemuriforms and Afro-Asian lorisiforms each comprise clades that share a sister-group relationship. A study (Adkins and Honeycutt 1994) of the cytochrome c oxidase subunit II (COII) gene placed one Malagasy primate (Daubentonia) at the base of the strepsirrhine clade, thereby suggesting a diphyletic Lemuriformes. The reanalysis of COII third-position transversions, either alone or in combination with cytochrome b third-position transversions, however, yields a tree that is congruent with phylogenetic hypotheses derived from cytochrome b and other genetic data sets."
"Advancing conservation of threatened primates","https://scispace.com/paper/advancing-conservation-of-threatened-primates-2fsej2xri9","2024","Journal Article","Oryx","Luciana Inés Oklander
Andie Ang
R. Ikemeh","10.1017/s0030605324000371","https://scispace.compdf/advancing-conservation-of-threatened-primates-2fsej2xri9.pdf","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses broadly on primate conservation without detailed phylogenetic methods, dwarf galago systematics, forest refugia, or specific molecular marker protocols; only general conservation genetics mentioned.","An abstract is not available for this content. As you have access to this content, full HTML content is provided on this page. A PDF of this content is also available in through the 'Save PDF' action button. "
"Species delimitation, phylogeography and population genetics of the endemic Malagasy dwarf lemurs (genus Cheirogaleus)","https://scispace.com/paper/species-delimitation-phylogeography-and-population-genetics-2309mdgdz6","2008","Dissertation","","Linn Fenna Groeneveld","","","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on Malagasy dwarf lemurs, using mtDNA and three nuclear loci for delimitation; lacks MSC methods, galago focus, and East African context, offering limited relevance to molecular marker criteria only.","This dissertation addressed aspects of
species delimitation, phylogeography and population genetics of the
endemic Malagasy genus Cheirogaleus Morphometric, molecular and
distributional data at multiple scales from all available data
sources, including museum collections, sequence data from GenBank
and newly collected specimens from the field, were used to answer
the following questions: Is the current taxonomy, which recognizes
seven species, supported by new data from the field? Morphological
and genetic data are concordant in the support of the existence of
three Cheirogaleus species and thus the current taxonomy is not
fully supported by our analyses To what conclusion regarding the
number of Cheirogaleus species does the analysis of morphological
data from field and museum specimens lead ? Analyses of
morphological data, from six external and 32 cranio-dental
characters of 120 museum specimens and 36 individuals from the
field, revealed three distinct morphs, which correspond to C
medius, C major and C crossleyi Cheirogaleus adipicaudatus and
C ravus are proposed to be synonymous with C medius and C major,
respectively The sample size for C minusculus is too small for
decisive inferences and results for the status of C sibreei are
inconclusive What can be concluded from the analyses of
mitochondrial DNA and nuclear DNA markers in terms of species
delimitation? Analyses based on mtDNA (cytb+cox2) and three
independent nuclear markers (adora3, fiba and vWF) from 48
individuals caught in the field, 17 museum specimens and 24
haplotypes from GenBank, support three evolutionary lineages, which
correspond to C medius, C major and C crossleyi Population
genetic cluster analyses revealed a further layer of resolution
within the three lineages and identified two distinct sets of
populations/individuals per lineage How are the extant
Cheirogaleus species distributed geographically and how did those
patterns arise? The three recognized species, as assessed by the
morphological and genetic analyses, are not local endemics, but
have distributions spanning the island Cheirogaleus medius is
found along the west coast from the southeastern to the
northeastern tip of the island Cheirogaleus major is present along
the east coast from the southeastern tip up to the Masoala
peninsula and C crossleyi is found in the eastern rainforests from
the southeastern to the northernmost tip and also on the
northwestern coast as far south as Ampijoroa Can existing
biogeographic hypotheses for Madagascar be supported by new
distributional data and a reassessed Cheirogaleus taxonomy? Neither
the model of biogeographic zones based on phytogeography, nor the
`centers-of-endemism' hypothesis is concordant with, or explains
the contemporary distribution of the currently recognized species
of dwarf lemurs When did the different Cheirogaleus species begin
to differentiate and how do their time divergence estimates compare
to closely related taxa? The age estimates for dwarf lemur species
range from 15 to 81 mya (95% credibility intervals) and are
comparable to estimates for mouse lemur species at 15 to 128 mya
(95% credibility intervals) and thus species level divergences in
both genera largely predate the Quaternary This indicates that
models, such as the `centers-of-endemism' hypothesis, which assume
that climatic shifts in the Quaternary were the driving force of
speciation, do not apply What can be deduced from the population
genetic structure of a C medius population from western
Madagascar? Evidence for equal dispersal by both sexes in a
pair-living primate species, C medius, was found This dispersal
seems to occur to a limited degree, creating local populations that
are potentially quite differentiated behaviorally from nearby
populations On the one hand the confounding factor of genetic
signatures due to potentially asymmetrical dispersal patterns of
the sexes can thus be disregarded in future mtDNA based studies On
the other hand population differences were found on a small spatial
scale and it is therefore questionable how representative the
conclusions of this study are What does the present population
genetic structure of a C medius population in western Madagascar
reveal about the demographic history of that population? Analyses
of mtDNA variability at the population level, ie of 140
individuals from two subpopulations, revealed very low levels of
genetic variability combined with high haplotype diversity, which
is indicative of a recent population bottleneck Which sex
disperses in C medius and what is the consequence in terms of
population genetic structure? No evidence for spatial clustering of
same-sexed individuals with identical haplotypes within each of two
C medius subpopulations was found, indicating equal dispersal by
both sexes Comparison with a closely related sympatric species
demonstrated that differences in social organization and dispersal
patterns result in different genetic structures: In Microcebus
murinus females had a larger aggregation index and FST than males,
whereas in C medius the sexes showed equal variances in the number
of individuals representing each haplotype, as well as equal levels
of aggregation of identical haplotypes and almost equal FST
estimates Are these data representative for the whole species? We
discovered population differences in density and sex ratio at the
smallest spatial scale, indicating behavioral and social
flexibility in this species, which suggests that any randomly
chosen study site may not be representative for the social system
of a local population, or even species"
"In sillico Analysis of Mitochondrial DNA and Phylogenetic Relationships Among Genus Presbytis ( Presbytis comata, Presbytis fredericae, Presbytis mitrata, and Presbytis melalophos)","https://scispace.com/paper/in-sillico-analysis-of-mitochondrial-dna-and-phylogenetic-b7p2he8im5gq","2025","Journal Article","Edubiologica","Maulani Pradiana
Yayan Hendrayana","10.25134/edb.v13i1.5","","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses cytochrome b mtDNA for primate species delimitation; lacks coalescent methods, galago focus, or East African phylogeography.","This study investigates the phylogenetic relationships among four species of Presbytis—Presbytis comata, Presbytis fredericae, Presbytis mitrata, and Presbytis melalophos—based on the mitochondrial cytochrome b gene sequences. These species, collectively known as leaf monkeys, share similar morphological features, which complicates species identification based solely on physical traits. To address this challenge, an in silico approach was employed, utilizing mitochondrial DNA sequences retrieved from the NCBI GenBank database. The sequences were analyzed using BLAST to ensure accuracy in alignment, followed by phylogenetic tree construction with MEGA software. The phylogenetic analysis revealed clear genetic distinctions between the species, despite their morphological similarities, with each species forming distinct clusters on the phylogenetic tree. The results demonstrate the utility of mitochondrial markers like cytochrome b in resolving evolutionary relationships in closely related species. These findings provide valuable insights into the genetic diversity and evolutionary history of Presbytis species, contributing to a better understanding of their taxonomy and evolutionary divergence. Furthermore, the study underscores the importance of genetic analysis in primate conservation efforts, as the genetic distinctions observed may inform targeted conservation strategies. This research highlights the critical role of molecular tools in understanding biodiversity and evolution, especially for species that are difficult to differentiate morphologically. "
"The taxonomic status and distribution of Bushbabies in Malawi with emphasis on the significance of vocalizations","https://scispace.com/paper/the-taxonomic-status-and-distribution-of-bushbabies-in-eckdznn9qh","1989","Journal Article","International Journal of Primatology","D. Orin Courtenay
Simon K. Bearder","10.1007/BF02735701","","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Vocalization analysis clarifies Galago zanzibaricus identity and range in Malawi, offering taxonomic insight for southern African conservation, but provides no genetic or coalescent data.","The debated identity of a small forest bushbaby in Malawi is resolved by a short-term field study of the animals’ behavior. Locomotor styles, calling patterns, and the structure of advertising calls confirm that the species is Galago zanzibaricusrather than G. demidoffor G. thomasi.A detailed comparison of acoustic structure between the Malawi animals and G. zanzibaricusin Kenya demonstrates a degree of between-population variation, although the calls remain conservative in those parameters expected to aid recognition of conspecifics. Distribution records extend the known geographical range of G. zanzibaricusover most of the northern half of Malawi. Further studies are required to link the animals from this region with either of the previously recognized subspecies: G. z. zanzibaricusfrom East Africa or G. z. grantifrom southern Malawi, Mozambique, and Zimbabwe."
